id	name	category
NCBITaxon:1697787	Clostridia bacterium UC5.1-1D10	biolink:OrganismTaxon
NCBITaxon:1262793	Clostridium sp. CAG:302	biolink:OrganismTaxon
NCBITaxon:265477	Desulfotruncus alcoholivorax	biolink:OrganismTaxon
NCBITaxon:1346286	Dysgonomonas macrotermitis	biolink:OrganismTaxon
NCBITaxon:1262896	Faecalibacterium sp. CAG:1138	biolink:OrganismTaxon
NCBITaxon:1410621	Lachnospiraceae bacterium AD3010	biolink:OrganismTaxon
NCBITaxon:302980	Paenibacillus sp. MY03	biolink:OrganismTaxon
NCBITaxon:2025876	Parabacteroides sp. CT06	biolink:OrganismTaxon
NCBITaxon:1659195	Parcubacteria bacterium C7867-001	biolink:OrganismTaxon
NCBITaxon:84110	Slackia heliotrinireducens	biolink:OrganismTaxon
NCBITaxon:1630406	Tamlana sp. s12	biolink:OrganismTaxon
NCBITaxon:264635	Acholeplasma granularum	biolink:OrganismTaxon
NCBITaxon:1872455	Alkaliphilus sp.	biolink:OrganismTaxon
NCBITaxon:174709	Allobaculum stercoricanis	biolink:OrganismTaxon
NCBITaxon:1262699	Anaerostipes sp. CAG:276	biolink:OrganismTaxon
NCBITaxon:1965613	Bacteroides sp. An269	biolink:OrganismTaxon
NCBITaxon:46506	Bacteroides stercoris	biolink:OrganismTaxon
NCBITaxon:1263053	Bacteroides stercoris CAG:120	biolink:OrganismTaxon
NCBITaxon:630129	Bifidobacterium catenulatum subsp. kashiwanohense	biolink:OrganismTaxon
NCBITaxon:1520807	Butyrivibrio sp. INlla16	biolink:OrganismTaxon
NCBITaxon:1419482	Chitinophaga jiangningensis	biolink:OrganismTaxon
NCBITaxon:1302685	Chryseobacterium takakiae	biolink:OrganismTaxon
NCBITaxon:1232449	Clostridiales bacterium VE202-08	biolink:OrganismTaxon
NCBITaxon:755731	Clostridium sp. BNL1100	biolink:OrganismTaxon
NCBITaxon:1262775	Clostridium sp. CAG:138	biolink:OrganismTaxon
NCBITaxon:1262784	Clostridium sp. CAG:245	biolink:OrganismTaxon
NCBITaxon:1176422	Croceibacter phage P2559S	biolink:OrganismTaxon
NCBITaxon:60893	Desulfobacca acetoxidans	biolink:OrganismTaxon
NCBITaxon:218538	Dialister invisus	biolink:OrganismTaxon
NCBITaxon:1262869	Dialister sp. CAG:357	biolink:OrganismTaxon
NCBITaxon:1262870	Dialister sp. CAG:486	biolink:OrganismTaxon
NCBITaxon:487173	Dialister succinatiphilus	biolink:OrganismTaxon
NCBITaxon:313590	Dokdonia sp. MED134	biolink:OrganismTaxon
NCBITaxon:118060	Enterococcus rotai	biolink:OrganismTaxon
NCBITaxon:1263029	Firmicutes bacterium CAG:552	biolink:OrganismTaxon
NCBITaxon:2048009	Janthinobacterium sp. BJB446	biolink:OrganismTaxon
NCBITaxon:1408320	Lachnospiraceae bacterium AC2014	biolink:OrganismTaxon
NCBITaxon:1584	Lactobacillus delbrueckii	biolink:OrganismTaxon
NCBITaxon:593133	Lutibacter maritimus	biolink:OrganismTaxon
NCBITaxon:1433126	Mucinivorans hirudinis	biolink:OrganismTaxon
NCBITaxon:1697053	Thiopseudomonas alkaliphila	biolink:OrganismTaxon
NCBITaxon:1126833	Paenibacillus beijingensis	biolink:OrganismTaxon
NCBITaxon:1472	Paenibacillus pabuli	biolink:OrganismTaxon
NCBITaxon:1655638	Peptococcaceae bacterium 1109	biolink:OrganismTaxon
NCBITaxon:1891921	Piscirickettsia litoralis	biolink:OrganismTaxon
NCBITaxon:1889883	Proteiniborus sp. DW1	biolink:OrganismTaxon
NCBITaxon:1938595	Pseudoalteromonas sp. TAB23	biolink:OrganismTaxon
NCBITaxon:989422	Pseudovibrio sp. Ad37	biolink:OrganismTaxon
NCBITaxon:1379909	Rufibacter sp. DG15C	biolink:OrganismTaxon
NCBITaxon:1262953	Ruminococcus sp. CAG:254	biolink:OrganismTaxon
NCBITaxon:884107	Schleiferia thermophila	biolink:OrganismTaxon
NCBITaxon:322505	Sharpea azabuensis	biolink:OrganismTaxon
NCBITaxon:153721	Sporocytophaga myxococcoides	biolink:OrganismTaxon
NCBITaxon:1574262	Sutterella sp. KLE1602	biolink:OrganismTaxon
NCBITaxon:81028	Treponema brennaborense	biolink:OrganismTaxon
NCBITaxon:1393592	uncultured bacterium Contig575	biolink:OrganismTaxon
NCBITaxon:162156	uncultured Bacteroides sp.	biolink:OrganismTaxon
NCBITaxon:628	Xenorhabdus nematophila	biolink:OrganismTaxon
NCBITaxon:2374	Acetonema longum	biolink:OrganismTaxon
NCBITaxon:33032	Anaerococcus lactolyticus	biolink:OrganismTaxon
NCBITaxon:1240085	Anaerovibrio sp. JC8	biolink:OrganismTaxon
NCBITaxon:632773	Salisediminibacterium beveridgei	biolink:OrganismTaxon
NCBITaxon:129985	Mesobacillus jeotgali	biolink:OrganismTaxon
NCBITaxon:79885	Alkalihalophilus pseudofirmus	biolink:OrganismTaxon
NCBITaxon:155322	Bacillus toyonensis	biolink:OrganismTaxon
NCBITaxon:387090	Phocaeicola coprophilus	biolink:OrganismTaxon
NCBITaxon:674529	Bacteroides faecis	biolink:OrganismTaxon
NCBITaxon:1105171	Bacteroides phage B124-14	biolink:OrganismTaxon
NCBITaxon:1965580	Bacteroides sp. An19	biolink:OrganismTaxon
NCBITaxon:487174	Barnesiella intestinihominis	biolink:OrganismTaxon
NCBITaxon:1693	Bifidobacterium minimum	biolink:OrganismTaxon
NCBITaxon:1410610	Butyrivibrio sp. NC2002	biolink:OrganismTaxon
NCBITaxon:138072	Candidatus Hamiltonella defensa	biolink:OrganismTaxon
NCBITaxon:1658109	Candidatus Stoquefichus sp. SB1	biolink:OrganismTaxon
NCBITaxon:76594	Cellulophaga baltica	biolink:OrganismTaxon
NCBITaxon:536979	Chitinophaga niabensis	biolink:OrganismTaxon
NCBITaxon:1096	Chlorobium phaeobacteroides	biolink:OrganismTaxon
NCBITaxon:1232439	Clostridiales bacterium VE202-03	biolink:OrganismTaxon
NCBITaxon:1232443	Clostridiales bacterium VE202-13	biolink:OrganismTaxon
NCBITaxon:1263067	Hungatella hathewayi CAG:224	biolink:OrganismTaxon
NCBITaxon:1776046	Clostridium sp. C105KSO14	biolink:OrganismTaxon
NCBITaxon:1262797	Clostridium sp. CAG:349	biolink:OrganismTaxon
NCBITaxon:1855288	Cohnella sp. OV330	biolink:OrganismTaxon
NCBITaxon:264641	Desulfitibacter alkalitolerans	biolink:OrganismTaxon
NCBITaxon:102134	Desulfoscipio gibsoniae	biolink:OrganismTaxon
NCBITaxon:1821960	Edwardsiella anguillarum	biolink:OrganismTaxon
NCBITaxon:1702221	Faecalibaculum rodentium	biolink:OrganismTaxon
NCBITaxon:1280390	Gorillibacterium massiliense	biolink:OrganismTaxon
NCBITaxon:580	Kluyvera cryocrescens	biolink:OrganismTaxon
UMLS:C1034485	Moritella viscosa	biolink:OrganismTaxon
NCBITaxon:135193	Paenibacillus daejeonensis	biolink:OrganismTaxon
NCBITaxon:754053	Paenibacillus phage PG1	biolink:OrganismTaxon
NCBITaxon:1642570	Paenibacillus sp. DMB20	biolink:OrganismTaxon
NCBITaxon:1536775	Paenibacillus sp. FSL H7-0737	biolink:OrganismTaxon
NCBITaxon:2024216	Prevotella sp. P5-126	biolink:OrganismTaxon
NCBITaxon:34085	Riemerella anatipestifer	biolink:OrganismTaxon
NCBITaxon:867	Ruminobacter amylophilus	biolink:OrganismTaxon
NCBITaxon:1572656	Ruminococcaceae bacterium CPB6	biolink:OrganismTaxon
NCBITaxon:2044604	Sphingobacterium sp. 1.A.5	biolink:OrganismTaxon
NCBITaxon:33018	Sporolactobacillus laevolacticus	biolink:OrganismTaxon
NCBITaxon:47679	Sporomusa sphaeroides	biolink:OrganismTaxon
NCBITaxon:76860	Streptococcus constellatus	biolink:OrganismTaxon
NCBITaxon:1211417	uncultured crAssphage	biolink:OrganismTaxon
NCBITaxon:1214906	unidentified virus	biolink:OrganismTaxon
NCBITaxon:29355	Ruminiclostridium cellobioparum	biolink:OrganismTaxon
NCBITaxon:37658	Anaeromicropila populeti	biolink:OrganismTaxon
NCBITaxon:39485	Lachnospira eligens	biolink:OrganismTaxon
NCBITaxon:1262694	Alistipes sp. CAG:29	biolink:OrganismTaxon
NCBITaxon:264463	Anaerosporobacter mobilis	biolink:OrganismTaxon
NCBITaxon:255507	Aliarcobacter cibarius	biolink:OrganismTaxon
NCBITaxon:1633201	Bacteroidales bacterium Barb6	biolink:OrganismTaxon
NCBITaxon:1497954	Bacteroidales bacterium KA00344	biolink:OrganismTaxon
NCBITaxon:1841856	Bacteroides mediterraneensis	biolink:OrganismTaxon
NCBITaxon:1262738	Bacteroides sp. CAG:20	biolink:OrganismTaxon
NCBITaxon:1739319	Bacteroides sp. HMSC068A09	biolink:OrganismTaxon
NCBITaxon:651591	Bacteroidetes bacterium oral taxon 272	biolink:OrganismTaxon
NCBITaxon:456455	Bizionia argentinensis	biolink:OrganismTaxon
NCBITaxon:1262760	Brachyspira sp. CAG:700	biolink:OrganismTaxon
NCBITaxon:43305	Butyrivibrio proteoclasticus	biolink:OrganismTaxon
NCBITaxon:1246530	Calderihabitans maritimus	biolink:OrganismTaxon
NCBITaxon:1323370	Caloranaerobacter ferrireducens	biolink:OrganismTaxon
NCBITaxon:43997	Catonella morbi	biolink:OrganismTaxon
NCBITaxon:412438	Chryseobacterium daeguense	biolink:OrganismTaxon
NCBITaxon:1895746	Clostridiales bacterium 38-18	biolink:OrganismTaxon
NCBITaxon:1895747	Clostridiales bacterium 43-6	biolink:OrganismTaxon
NCBITaxon:1262786	Clostridium sp. CAG:264	biolink:OrganismTaxon
NCBITaxon:411484	Clostridium sp. SS2/1	biolink:OrganismTaxon
NCBITaxon:219748	Clostridium tunisiense	biolink:OrganismTaxon
NCBITaxon:1262862	Coprococcus sp. CAG:131	biolink:OrganismTaxon
NCBITaxon:1633135	Desulfosporosinus sp. BG	biolink:OrganismTaxon
NCBITaxon:1536651	Desulfosporosinus sp. Tol-M	biolink:OrganismTaxon
NCBITaxon:59610	Desulforamulus reducens	biolink:OrganismTaxon
NCBITaxon:1899016	Desulfovibrio sp. MES5	biolink:OrganismTaxon
NCBITaxon:1632013	Drancourtella massiliensis	biolink:OrganismTaxon
NCBITaxon:84112	Eggerthella lenta	biolink:OrganismTaxon
NCBITaxon:332950	Enterococcus termitis	biolink:OrganismTaxon
NCBITaxon:1732	Eubacterium oxidoreducens	biolink:OrganismTaxon
NCBITaxon:1263007	Firmicutes bacterium CAG:176	biolink:OrganismTaxon
NCBITaxon:1263022	Firmicutes bacterium CAG:424	biolink:OrganismTaxon
NCBITaxon:1965558	Flavonifractor sp. An135	biolink:OrganismTaxon
NCBITaxon:1965634	Flavonifractor sp. An4	biolink:OrganismTaxon
NCBITaxon:65	Herpetosiphon aurantiacus	biolink:OrganismTaxon
NCBITaxon:936595	Lachnoanaerobaculum sp. OBRC5-5	biolink:OrganismTaxon
NCBITaxon:884684	Mageeibacillus indolicus	biolink:OrganismTaxon
NCBITaxon:39029	Megasphaera cerevisiae	biolink:OrganismTaxon
NCBITaxon:487	Neisseria meningitidis	biolink:OrganismTaxon
NCBITaxon:328812	Parabacteroides goldsteinii	biolink:OrganismTaxon
NCBITaxon:191027	Paramaledivibacter caminithermalis	biolink:OrganismTaxon
NCBITaxon:1321783	Peptostreptococcaceae bacterium oral taxon 113	biolink:OrganismTaxon
NCBITaxon:1642646	Petrimonas mucosa	biolink:OrganismTaxon
NCBITaxon:1955560	Phage DP-2017a	biolink:OrganismTaxon
NCBITaxon:77768	Segatella albensis	biolink:OrganismTaxon
NCBITaxon:305719	Segatella baroniae	biolink:OrganismTaxon
NCBITaxon:28126	Segatella buccae	biolink:OrganismTaxon
NCBITaxon:340486	Prevotella conceptionensis	biolink:OrganismTaxon
NCBITaxon:439703	Segatella maculosa	biolink:OrganismTaxon
NCBITaxon:28134	Hoylesella oralis	biolink:OrganismTaxon
NCBITaxon:1262938	Prevotella sp. CAG:924	biolink:OrganismTaxon
NCBITaxon:1798185	Pseudobutyrivibrio sp. UC1225	biolink:OrganismTaxon
NCBITaxon:2485925	Oscillospiraceae bacterium	biolink:OrganismTaxon
NCBITaxon:1855400	Ruminococcaceae bacterium KH2T8	biolink:OrganismTaxon
NCBITaxon:1262967	Ruminococcus sp. CAG:9	biolink:OrganismTaxon
NCBITaxon:135083	Selenomonas noxia	biolink:OrganismTaxon
NCBITaxon:216938	Spiroplasma helicoides	biolink:OrganismTaxon
NCBITaxon:83769	Succinimonas amylolytica	biolink:OrganismTaxon
NCBITaxon:224999	Tepidanaerobacter syntrophicus	biolink:OrganismTaxon
NCBITaxon:1123352	Tepidimicrobium xylanilyticum	biolink:OrganismTaxon
NCBITaxon:158	Treponema denticola	biolink:OrganismTaxon
NCBITaxon:1407671	uncultured Mediterranean phage uvMED	biolink:OrganismTaxon
NCBITaxon:29364	[Clostridium] polysaccharolyticum	biolink:OrganismTaxon
NCBITaxon:29348	Thomasclavelia spiroformis	biolink:OrganismTaxon
NCBITaxon:214856	Alistipes finegoldii	biolink:OrganismTaxon
NCBITaxon:1263036	Alistipes putredinis CAG:67	biolink:OrganismTaxon
NCBITaxon:1965631	Alistipes sp. An31A	biolink:OrganismTaxon
NCBITaxon:1673717	Anaeromassilibacillus senegalensis	biolink:OrganismTaxon
NCBITaxon:1478221	Anaeromicrobium sediminis	biolink:OrganismTaxon
NCBITaxon:28198	Aliarcobacter cryaerophilus	biolink:OrganismTaxon
NCBITaxon:220685	Neobacillus bataviensis	biolink:OrganismTaxon
NCBITaxon:1768112	bacterium P201	biolink:OrganismTaxon
NCBITaxon:1768113	bacterium P3	biolink:OrganismTaxon
NCBITaxon:376806	Bacteroides gallinarum	biolink:OrganismTaxon
NCBITaxon:93974	Bacteroides sp. AR20	biolink:OrganismTaxon
NCBITaxon:1262739	Bacteroides sp. CAG:443	biolink:OrganismTaxon
NCBITaxon:1262751	Bacteroides sp. CAG:770	biolink:OrganismTaxon
NCBITaxon:585543	Bacteroides sp. D20	biolink:OrganismTaxon
NCBITaxon:1739298	Bacteroides sp. HMSC067B03	biolink:OrganismTaxon
NCBITaxon:1895922	Bacteroidetes bacterium 41-46	biolink:OrganismTaxon
NCBITaxon:665467	Bauldia litoralis	biolink:OrganismTaxon
NCBITaxon:1805476	Blautia sp. Marseille-P2398	biolink:OrganismTaxon
NCBITaxon:1262761	Butyrivibrio sp. CAG:318	biolink:OrganismTaxon
NCBITaxon:1574263	Candidatus Stoquefichus sp. KLE1796	biolink:OrganismTaxon
UMLS:C2292232	Candidatus Symbiothrix dinenymphae	biolink:OrganismTaxon
NCBITaxon:83555	Chlamydia abortus	biolink:OrganismTaxon
NCBITaxon:1662223	Chlorobi bacterium NICIL-2	biolink:OrganismTaxon
NCBITaxon:1232452	Clostridiales bacterium VE202-14	biolink:OrganismTaxon
NCBITaxon:1650661	Clostridium phoceensis	biolink:OrganismTaxon
NCBITaxon:1262779	Clostridium sp. CAG:217	biolink:OrganismTaxon
NCBITaxon:1262813	Clostridium sp. CAG:492	biolink:OrganismTaxon
NCBITaxon:1805471	Clostridium sp. Marseille-P2415	biolink:OrganismTaxon
NCBITaxon:1590652	Cohnella kolymensis	biolink:OrganismTaxon
NCBITaxon:1501392	Coprobacter secundus	biolink:OrganismTaxon
NCBITaxon:1035308	Dehalobacter sp. FTH1	biolink:OrganismTaxon
NCBITaxon:181663	Desulfosudis oleivorans	biolink:OrganismTaxon
NCBITaxon:1531958	Desulfosporosinus sp. BICA1-9	biolink:OrganismTaxon
NCBITaxon:1969835	Desulfosporosinus sp. FKB	biolink:OrganismTaxon
NCBITaxon:936456	Desulfurispirillum indicum	biolink:OrganismTaxon
NCBITaxon:1263072	Dialister invisus CAG:218	biolink:OrganismTaxon
NCBITaxon:1263026	Firmicutes bacterium CAG:475	biolink:OrganismTaxon
NCBITaxon:1235796	Firmicutes bacterium M10-2	biolink:OrganismTaxon
NCBITaxon:1278819	Flavobacterium spartansii	biolink:OrganismTaxon
NCBITaxon:472113	Geofilum rubicundum	biolink:OrganismTaxon
NCBITaxon:1424294	Geosporobacter ferrireducens	biolink:OrganismTaxon
NCBITaxon:242600	Ichthyobacterium seriolicida	biolink:OrganismTaxon
NCBITaxon:1980117	Ignatzschineria sp. F8392	biolink:OrganismTaxon
NCBITaxon:1235792	Lachnospiraceae bacterium M18-1	biolink:OrganismTaxon
NCBITaxon:762486	Lutibacter oricola	biolink:OrganismTaxon
NCBITaxon:1857568	Macellibacteroides sp. HH-ZS	biolink:OrganismTaxon
NCBITaxon:1852373	Murdochiella vaginalis	biolink:OrganismTaxon
NCBITaxon:1413210	Orenia metallireducens	biolink:OrganismTaxon
NCBITaxon:160799	Paenibacillus borealis	biolink:OrganismTaxon
NCBITaxon:79264	Paenibacillus ehimensis	biolink:OrganismTaxon
NCBITaxon:1306852	Paenibacillus etheri	biolink:OrganismTaxon
NCBITaxon:1401	Paenibacillus lautus	biolink:OrganismTaxon
NCBITaxon:563193	Parabacteroides sp. D13	biolink:OrganismTaxon
NCBITaxon:242750	Hallella bergensis	biolink:OrganismTaxon
NCBITaxon:1177574	Prevotella jejuni	biolink:OrganismTaxon
NCBITaxon:28136	Segatella oulorum	biolink:OrganismTaxon
NCBITaxon:633701	Hoylesella saccharolytica	biolink:OrganismTaxon
NCBITaxon:1111130	Prevotella sp. BV3P1	biolink:OrganismTaxon
NCBITaxon:1262919	Prevotella sp. CAG:1092	biolink:OrganismTaxon
NCBITaxon:1262932	Prevotella sp. CAG:604	biolink:OrganismTaxon
NCBITaxon:1262934	Prevotella sp. CAG:732	biolink:OrganismTaxon
NCBITaxon:1855325	Prevotella sp. KH2C16	biolink:OrganismTaxon
NCBITaxon:1761884	Prevotella sp. khp1	biolink:OrganismTaxon
NCBITaxon:2024222	Prevotella sp. P5-92	biolink:OrganismTaxon
NCBITaxon:1761888	Prevotella sp. tc2-28	biolink:OrganismTaxon
NCBITaxon:1761889	Prevotella sp. tf2-5	biolink:OrganismTaxon
NCBITaxon:28137	Prevotella veroralis	biolink:OrganismTaxon
NCBITaxon:1547444	Pseudoalteromonas sp. PLSV	biolink:OrganismTaxon
NCBITaxon:241145	Salegentibacter holothuriorum	biolink:OrganismTaxon
UMLS:C0318087	Selenomonas ruminantium	biolink:OrganismTaxon
NCBITaxon:1408313	Selenomonas sp. FC4001	biolink:OrganismTaxon
NCBITaxon:1358418	Sinorhizobium sp. GL28	biolink:OrganismTaxon
NCBITaxon:1131707	Sphaerochaeta pleomorpha	biolink:OrganismTaxon
NCBITaxon:78120	Succinispira mobilis	biolink:OrganismTaxon
NCBITaxon:53419	Treponema socranskii	biolink:OrganismTaxon
NCBITaxon:1908540	Treponema sp. CETP13	biolink:OrganismTaxon
NCBITaxon:1796652	Turicimonas muris	biolink:OrganismTaxon
NCBITaxon:1701358	uncultured bacterium 25H09	biolink:OrganismTaxon
NCBITaxon:1805580	uncultured bacterium IN-02	biolink:OrganismTaxon
NCBITaxon:1637999	Verrucomicrobia bacterium IMCC26134	biolink:OrganismTaxon
NCBITaxon:1009420	Verrucomicrobia bacterium SCGC AAA164-O14	biolink:OrganismTaxon
NCBITaxon:376730	Zhouia amylolytica	biolink:OrganismTaxon
NCBITaxon:29354	Lacrimispora celerecrescens	biolink:OrganismTaxon
NCBITaxon:52229	Hallella seregens	biolink:OrganismTaxon
NCBITaxon:2148	Acholeplasma laidlawii	biolink:OrganismTaxon
NCBITaxon:930	Acidithiobacillus thiooxidans	biolink:OrganismTaxon
NCBITaxon:346222	Acinetobacter sp. DSM 11652	biolink:OrganismTaxon
NCBITaxon:1754192	Anaeromyces robustus	biolink:OrganismTaxon
NCBITaxon:28446	Anaerotignum propionicum	biolink:OrganismTaxon
NCBITaxon:82374	Anaerovibrio lipolyticus	biolink:OrganismTaxon
NCBITaxon:1391	Aneurinibacillus aneurinilyticus	biolink:OrganismTaxon
NCBITaxon:47500	Aneurinibacillus migulanus	biolink:OrganismTaxon
NCBITaxon:1150157	Bacillus bingmayongensis	biolink:OrganismTaxon
NCBITaxon:1287657	Robertmurraya massiliosenegalensis	biolink:OrganismTaxon
NCBITaxon:1522308	Bacillus niameyensis	biolink:OrganismTaxon
NCBITaxon:941058	Bacillus phage SP-10	biolink:OrganismTaxon
NCBITaxon:46224	Heyndrickxia sporothermodurans	biolink:OrganismTaxon
NCBITaxon:1497953	Bacteroidales bacterium KA00251	biolink:OrganismTaxon
NCBITaxon:1852362	Bacteroides ihuae	biolink:OrganismTaxon
NCBITaxon:291645	Bacteroides nordii	biolink:OrganismTaxon
NCBITaxon:1965640	Bacteroides sp. An51A	biolink:OrganismTaxon
NCBITaxon:1898104	Bacteroidota bacterium	biolink:OrganismTaxon
NCBITaxon:53443	Blautia hydrogenotrophica	biolink:OrganismTaxon
NCBITaxon:1520806	Butyrivibrio sp. INlla18	biolink:OrganismTaxon
NCBITaxon:1408306	Butyrivibrio sp. MC2021	biolink:OrganismTaxon
NCBITaxon:1805714	Christensenella massiliensis	biolink:OrganismTaxon
NCBITaxon:1125876	Halpernia frigidisoli	biolink:OrganismTaxon
NCBITaxon:307480	Chryseobacterium vrystaatense	biolink:OrganismTaxon
NCBITaxon:1197717	Cloacibacillus porcorum	biolink:OrganismTaxon
NCBITaxon:1232442	Clostridiales bacterium VE202-06	biolink:OrganismTaxon
NCBITaxon:1121298	Clostridium amylolyticum	biolink:OrganismTaxon
NCBITaxon:1325933	Clostridium polynesiense	biolink:OrganismTaxon
NCBITaxon:1262776	Clostridium sp. CAG:149	biolink:OrganismTaxon
NCBITaxon:641107	Clostridium sp. DL-VIII	biolink:OrganismTaxon
NCBITaxon:1099853	Coprobacter fastidiosus	biolink:OrganismTaxon
NCBITaxon:1327935	Cronobacter phage S13	biolink:OrganismTaxon
NCBITaxon:1650662	Desnuesiella massiliensis	biolink:OrganismTaxon
NCBITaxon:1232437	Desulfobacula sp. TS	biolink:OrganismTaxon
NCBITaxon:476652	Desulfosporosinus acididurans	biolink:OrganismTaxon
NCBITaxon:1969834	Desulfosporosinus sp. FKA	biolink:OrganismTaxon
NCBITaxon:766136	Desulfuribacillus alkaliarsenatis	biolink:OrganismTaxon
NCBITaxon:1429043	Dethiosulfatarculus sandiegensis	biolink:OrganismTaxon
NCBITaxon:1262871	Dialister sp. CAG:588	biolink:OrganismTaxon
NCBITaxon:238	Elizabethkingia meningoseptica	biolink:OrganismTaxon
NCBITaxon:1392487	Eubacterium sp. AB3007	biolink:OrganismTaxon
NCBITaxon:1262894	Eubacterium sp. CAG:841	biolink:OrganismTaxon
NCBITaxon:1519438	Eubacterium sp. ER2	biolink:OrganismTaxon
NCBITaxon:1965648	Faecalibacterium sp. An58	biolink:OrganismTaxon
NCBITaxon:1964358	Fibrobacter sp. UWB2	biolink:OrganismTaxon
NCBITaxon:936563	Fusobacterium sp. CM22	biolink:OrganismTaxon
NCBITaxon:2702	Gardnerella vaginalis	biolink:OrganismTaxon
NCBITaxon:1986031	Human gut gokushovirus	biolink:OrganismTaxon
NCBITaxon:89968	Hymenobacter gelipurpurascens	biolink:OrganismTaxon
NCBITaxon:1686287	Kallipyga gabonensis	biolink:OrganismTaxon
NCBITaxon:92945	Ketogulonicigenium vulgare	biolink:OrganismTaxon
NCBITaxon:1977640	Klosneuvirus KNV1	biolink:OrganismTaxon
NCBITaxon:1871021	Lachnoclostridium phocaeense	biolink:OrganismTaxon
NCBITaxon:397286	Lachnospiraceae bacterium 14-2	biolink:OrganismTaxon
NCBITaxon:1410624	Lachnospiraceae bacterium FE2018	biolink:OrganismTaxon
NCBITaxon:1200749	Lachnospiraceae bacterium G41	biolink:OrganismTaxon
NCBITaxon:1392836	Lachnospiraceae bacterium TWA4	biolink:OrganismTaxon
NCBITaxon:1232681	Lunatimonas lonarensis	biolink:OrganismTaxon
NCBITaxon:1841865	Mediterranea massiliensis	biolink:OrganismTaxon
NCBITaxon:1232428	Megasphaera massiliensis	biolink:OrganismTaxon
NCBITaxon:2027407	Megasphaera sp. ASD88	biolink:OrganismTaxon
UMLS:C0995899	Methanosarcina mazei	biolink:OrganismTaxon
NCBITaxon:1965623	Muribaculum sp. An287	biolink:OrganismTaxon
NCBITaxon:55604	Mycoplasmopsis primatum	biolink:OrganismTaxon
NCBITaxon:379900	Niabella aurantiaca	biolink:OrganismTaxon
NCBITaxon:1134406	Ornatilinea apprima	biolink:OrganismTaxon
NCBITaxon:253245	Owenweeksia hongkongensis	biolink:OrganismTaxon
NCBITaxon:1761878	Paenibacillus sp. cl6col	biolink:OrganismTaxon
NCBITaxon:572036	Daejeonella lutea	biolink:OrganismTaxon
NCBITaxon:1978337	Petrimonas sp. IBARAKI	biolink:OrganismTaxon
NCBITaxon:1944646	Phoenicibacter congonensis	biolink:OrganismTaxon
NCBITaxon:52227	Prevotella dentalis	biolink:OrganismTaxon
NCBITaxon:28129	Prevotella denticola	biolink:OrganismTaxon
NCBITaxon:28130	Prevotella disiens	biolink:OrganismTaxon
NCBITaxon:1917878	Prevotella ihumii	biolink:OrganismTaxon
NCBITaxon:310514	Hallella multisaccharivorax	biolink:OrganismTaxon
NCBITaxon:185293	Xylanibacter oryzae	biolink:OrganismTaxon
NCBITaxon:185294	Segatella paludivivens	biolink:OrganismTaxon
NCBITaxon:1262925	Prevotella sp. CAG:386	biolink:OrganismTaxon
NCBITaxon:1262929	Prevotella sp. CAG:520	biolink:OrganismTaxon
NCBITaxon:2024224	Prevotella sp. P2-180	biolink:OrganismTaxon
NCBITaxon:2024218	Prevotella sp. P4-119	biolink:OrganismTaxon
NCBITaxon:181070	Proteocatella sphenisci	biolink:OrganismTaxon
NCBITaxon:1841868	Provencibacterium massiliense	biolink:OrganismTaxon
NCBITaxon:2028570	Rhodococcus sp. ACS1	biolink:OrganismTaxon
NCBITaxon:1264	Ruminococcus albus	biolink:OrganismTaxon
NCBITaxon:877411	Ruminococcus sp. NK3A76	biolink:OrganismTaxon
NCBITaxon:55507	Schwartzia succinivorans	biolink:OrganismTaxon
NCBITaxon:2020377	Sinomonas sp. R1AF57	biolink:OrganismTaxon
NCBITaxon:210408	Thiorhodococcus drewsii	biolink:OrganismTaxon
NCBITaxon:458253	uncultured Coprococcus sp.	biolink:OrganismTaxon
NCBITaxon:351674	Xenorhabdus miraniensis	biolink:OrganismTaxon
NCBITaxon:29370	Lacrimispora sphenoides	biolink:OrganismTaxon
NCBITaxon:1679444	Akkermansia glycaniphila	biolink:OrganismTaxon
NCBITaxon:239935	Akkermansia muciniphila	biolink:OrganismTaxon
NCBITaxon:1263034	Akkermansia muciniphila CAG:154	biolink:OrganismTaxon
NCBITaxon:1262691	Akkermansia sp. CAG:344	biolink:OrganismTaxon
NCBITaxon:1470347	Alistipes ihumii	biolink:OrganismTaxon
NCBITaxon:626932	Alistipes indistinctus	biolink:OrganismTaxon
NCBITaxon:2585118	Alistipes obesi	biolink:OrganismTaxon
NCBITaxon:286730	Alkaliflexus imshenetskii	biolink:OrganismTaxon
NCBITaxon:426129	Alkaliphilus peptidifermentans	biolink:OrganismTaxon
NCBITaxon:419015	Alloscardovia omnicolens	biolink:OrganismTaxon
NCBITaxon:108328	Anaerobranca gottschalkii	biolink:OrganismTaxon
NCBITaxon:33029	Anaerococcus hydrogenalis	biolink:OrganismTaxon
NCBITaxon:1889813	Anaerolineaceae bacterium oral taxon 439	biolink:OrganismTaxon
NCBITaxon:33934	Anoxybacillus flavithermus	biolink:OrganismTaxon
NCBITaxon:280473	Aquiflexum balticum	biolink:OrganismTaxon
NCBITaxon:1664069	Bacillus glycinifermentans	biolink:OrganismTaxon
NCBITaxon:549687	Cytobacillus horneckiae	biolink:OrganismTaxon
NCBITaxon:1404	Priestia megaterium	biolink:OrganismTaxon
